,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Price range,Aggregate rating,Rating text,Votes
146,17334763,Exotic Thai Restaurant,216,Davenport,"2303 E 53rd St, Davenport, IA 52807",Davenport,-90.5432,41.5747,Thai,25,Dollar($),2,4.1,Very Good,256
147,17335158,Front Street Brewery,216,Davenport,"208 E River Dr, Davenport, IA 52801",Davenport,-90.572418,41.520389,American,10,Dollar($),1,4.3,Very Good,123
148,17334782,Granite City Food & Brewery,216,Davenport,"5270 Utica Ridge Rd, Davenport, IA 52807",Davenport,-90.5137,41.5745,American,25,Dollar($),2,4.0,Very Good,199
149,17334846,Los Agaves,216,Davenport,"3852 N Brady St, Davenport, IA 52806",Davenport,-90.5686,41.559,Mexican,25,Dollar($),2,4.1,Very Good,157
150,17334853,Machine Shed Restaurant,216,Davenport,"7250 Northwest Blvd, Davenport, IA 52806",Davenport,-90.6136,41.5944,American,25,Dollar($),2,4.1,Very Good,100
151,17335168,Osaka,216,Davenport,"4901 Utica Ridge Rd, Davenport, IA 52807",Davenport,-90.515175,41.570997,"Japanese, Sushi",40,Dollar($),3,4.2,Very Good,141
152,17334958,Texas Roadhouse,216,Davenport,"4005 E 53rd Street, Davenport, IA 52807",Davenport,-90.517,41.5747,"American, BBQ, Steak",25,Dollar($),2,4.2,Very Good,197
153,17258496,Hickory Park,216,Des Moines,"1404 S Duff Ave, Ames, IA 50010",Ames,-93.610084,42.010254,"BBQ, Burger, Desserts",25,Dollar($),2,4.5,Excellent,1025
154,17259395,The Cafe,216,Des Moines,"2616 Northridge Pkwy, Ames, IA 50010",Ames,-93.643094,42.048779,"American, Coffee and Tea",25,Dollar($),2,4.9,Excellent,570
155,17258350,Flying Mango,216,Des Moines,"4345 Hickman Rd, Des Moines, IA 50310",Beaverdale,-93.677638,41.614965,"BBQ, Caribbean, Cajun",40,Dollar($),3,4.5,Excellent,674
156,17258136,Cool Basil,216,Des Moines,"8801 University Ave, Clive, IA 50325",Clive,-93.739573,41.600564,"Asian, Sushi, Thai",25,Dollar($),2,4.1,Very Good,496
157,17258522,HuHot Mongolian Grill,216,Des Moines,"4100 University Avenue, West Des Moines, IA 50266",Clive,-93.760027,41.60028,"Asian, Chinese",25,Dollar($),2,4.0,Very Good,411
158,17259958,Malo,216,Des Moines,"900 Mulberry Street, Des Moines, IA 50309",Downtown,-93.627896,41.583309,"Latin American, Mexican",25,Dollar($),2,3.2,Average,113
159,17258036,Centro,216,Des Moines,"1007 Locust St, Des Moines, IA 50309",Downtown,-93.6300803,41.5857431,"Italian, Pizza",40,Dollar($),3,4.5,Excellent,1109
160,17259368,Fong's Pizza,216,Des Moines,"223 4th Street, Des Moines, IA 50309",Downtown,-93.621631,41.585465,"Chinese, Pizza",25,Dollar($),2,4.6,Excellent,728
161,17257684,A Dong Restaurant,216,Des Moines,"1511 High Street, Des Moines, IA 50309",Downtown,-93.637401,41.587219,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,Dollar($),1,4.4,Very Good,659
162,17258154,Court Avenue Brewing Company,216,Des Moines,"309 Court Ave, Des Moines, IA 50309",Downtown,-93.620726,41.58536,"American, Pizza, Bar Food",40,Dollar($),3,4.2,Very Good,370
163,17259340,Django,216,Des Moines,"210 10th Street, Des Moines, IA 50309",Downtown,-93.629436,41.584027,French,40,Dollar($),3,4.3,Very Good,532
164,17259243,Miyabi 9,216,Des Moines,"512 E Grand Ave, Des Moines, IA 50309",East Village,-93.611366,41.590819,"Japanese, Sushi",25,Dollar($),2,4.8,Excellent,860
165,17259625,Zombie Burger + Drink Lab,216,Des Moines,"300 E. Grand Ave., Des Moines, IA 50309",East Village,-93.61474,41.590106,"Burger, Desserts, Vegetarian",10,Dollar($),1,4.2,Very Good,943
166,17259169,Tursi's Latin King,216,Des Moines,"2200 Hubbell Ave, Des Moines, IA 50317",Fairground,-93.577383,41.601415,"American, Italian",70,Dollar($),4,4.1,Very Good,476
167,17259166,Tsing Tsao South,216,Des Moines,"4230 Fleur Dr, Des Moines, IA 50321",Greater South Side,-93.645245,41.545869,Chinese,10,Dollar($),1,4.1,Very Good,218
168,17259335,Bandit Burrito,216,Des Moines,"5340 Merle Hay Road, Johnston, IA 50131",Johnston,-93.6976773,41.6714654,"Breakfast, Mexican, Southwestern",10,Dollar($),1,4.0,Very Good,214
169,17259248,Jethro's BBQ,216,Des Moines,"3100 Forest Ave, Des Moines, IA 50311",Kingman Place Historic District,-93.659797,41.603901,"American, BBQ",25,Dollar($),2,4.3,Very Good,699
170,17258552,The Machine Shed Restaurant,216,Des Moines,"11151 Hickman Road, Urbandale, IA 50322",Urbandale,-93.772033,41.615083,"American, Breakfast",25,Dollar($),2,3.8,Good,308
171,17259550,Mi Patria,216,Des Moines,"1410 22nd St., West Des Moines, IA 50266",West Des Moines,-93.73624,41.594039,Latin American,25,Dollar($),2,4.0,Very Good,157
172,17259200,Waterfront Seafood Market,216,Des Moines,"2900 University Ave, West Des Moines, IA 50266",West Des Moines,-93.7441981,41.5991771,"Seafood, Sushi",40,Dollar($),3,4.2,Very Good,530
173,17342816,Burnt Toast Cafe,216,Dubuque,"1220 Iowa St, Dubuque, IA 52001",Dubuque,-90.667668,42.504759,Breakfast,10,Dollar($),1,3.4,Average,33
174,17342498,Catfish Charlie's,216,Dubuque,"1630 E 16th St, Dubuque, IA 52001",Dubuque,-90.6499328,42.5124724,Seafood,25,Dollar($),2,3.3,Average,40
175,17342648,Salsa's Mexican Restaurant,216,Dubuque,"1091 Main St, Dubuque, IA 52001",Dubuque,-90.6684746,42.5032004,Mexican,10,Dollar($),1,3.4,Average,153
176,17342781,Tony Roma's,216,Dubuque,"350 Bell St, Dubuque, IA 52001",Dubuque,-90.658609,42.496464,"American, BBQ, Seafood",25,Dollar($),2,3.3,Average,65
177,17342799,Vinny Vanucchi's,216,Dubuque,"180 Main Street, Dubuque, IA 52001",Dubuque,-90.664029,42.495689,Italian,25,Dollar($),2,3.4,Average,58
178,17342772,Champps Americana,216,Dubuque,"3100 Dodge St., Dubuque, IA 52003",Dubuque,-90.715247,42.492018,"American, Burger, Sandwich",25,Dollar($),2,3.5,Good,100
179,17342771,Fiesta Cancun,216,Dubuque,"2515 NW Arterial, Dubuque, IA 52002",Dubuque,-90.740213,42.49092,Mexican,10,Dollar($),1,3.6,Good,156
180,17342556,Houlihan's,216,Dubuque,"1795 Greyhound Park Rd, Dubuque, IA 52001",Dubuque,-90.645294,42.516621,"American, Burger",25,Dollar($),2,3.6,Good,117
181,17342811,Ichiban Hibachi Steakhouse & Sushi Bar,216,Dubuque,"3187 University Ave, Dubuque, IA 52001",Dubuque,-90.712084,42.492963,"Japanese, Steak, Sushi",40,Dollar($),3,3.7,Good,83
182,17342576,Kalmes Breaktime Bar & Grill,216,Dubuque,"1097 Jackson St, Dubuque, IA 52001",Dubuque,-90.6646,42.5043,"American, Burger",25,Dollar($),2,3.6,Good,48
183,17342770,L. May Eatery,216,Dubuque,"1072 Main St, Dubuque, IA 52001",Dubuque,-90.668164,42.503075,"International, Pizza",40,Dollar($),3,3.8,Good,198
184,17342585,Los Aztecas,216,Dubuque,"2700 Dodge St, Dubuque, IA 52003",Dubuque,-90.7055,42.4916,Mexican,10,Dollar($),1,3.5,Good,126
185,17342494,Manna Java World Cafe,216,Dubuque,"700 Locust St, Dubuque, IA 52001",Dubuque,-90.6677349,42.500191,"Breakfast, Pizza",10,Dollar($),1,3.5,Good,119
186,17342594,Mario's Italian Restaurant,216,Dubuque,"1298 Main St, Dubuque, IA 52001",Dubuque,-90.6691,42.5048,"American, Italian",25,Dollar($),2,3.6,Good,140
187,17342625,Pepper Sprout Incorporated,216,Dubuque,"378 Main St, Dubuque, IA 52001",Dubuque,-90.6651,42.4974,American,40,Dollar($),3,3.6,Good,159
188,17342652,Shot Tower Inn,216,Dubuque,"290 Locust St, Dubuque, IA 52001",Dubuque,-90.6658,42.4963,"Italian, Pizza",25,Dollar($),2,3.6,Good,131
189,17342665,Sunshine Family Restaurant,216,Dubuque,"401 Central Ave, Dubuque, IA 52001",Dubuque,-90.663686,42.4982789,"American, Breakfast, Burger",10,Dollar($),1,3.5,Good,60
190,17342810,Watershed Cafe,216,Dubuque,"51 W 32nd Street, Dubuque, IA 52001",Dubuque,-90.684882,42.527556,"American, Burger, Pizza, Cafe",25,Dollar($),2,3.7,Good,89
191,17342775,Woodfire Grille,216,Dubuque,"301 Bell Street, Dubuque, IA 52001",Dubuque,-90.658988,42.496378,"American, Seafood, Steak",70,Dollar($),4,3.6,Good,72
192,17536645,Jehova es Mi Pastor Tacos y Burritos,216,Fernley,"135 W. Main Street, Fernley, NV 89408",Fernley,-119.252694,39.607515,Mexican,10,Dollar($),1,3.7,Good,83
193,17374405,Houndstooth Grill & Tavern,216,Gainesville,"6323 Grand Hickory Dr Ste 200A, Braselton, GA 30517",Braselton,-83.8461,34.0901,"American, Sandwich, Seafood",25,Dollar($),2,4.4,Very Good,239
194,17375060,Hawg Wild BBQ & Catfish House,216,Gainesville,"515 Grant Street, Clarkesville, GA 30523",Clarkesville,-83.520693,34.61802,"BBQ, Burger, Seafood",10,Dollar($),1,4.1,Very Good,235
195,17375164,Bourbon Street Grille,216,Gainesville,"90 Public Sq N, Dahlonega, GA 30533",Dahlonega,-83.985353,34.532973,"American, Burger, Cajun",25,Dollar($),2,3.8,Good,88
196,17375078,Smokin Gold BBQ,216,Gainesville,"59 E Main St, Dahlonega, GA 30533",Dahlonega,-83.983939,34.533626,BBQ,10,Dollar($),1,3.9,Good,133
197,17375049,Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,"617 North Grove Street, Dahlonega, GA 30533",Dahlonega,-83.989317,34.541044,"Chinese, Japanese, Thai",10,Dollar($),1,4.4,Very Good,267
198,17375077,Shenanigan's Irish Pub,216,Gainesville,"87 N. Chestatee St., Dahlonega, GA 30533",Dahlonega,-83.986119,34.533198,"Bar Food, Seafood, Vegetarian",25,Dollar($),2,4.1,Very Good,171
199,17375141,Fish Tales Lakeside Grille,216,Gainesville,"6330 Mitchell Street, Flowery Branch, GA 30542",Flowery Branch,-83.938024,34.183573,Seafood,25,Dollar($),2,3.8,Good,107
200,17375198,Antebellum,216,Gainesville,"5510 Church Street, Flowery Branch, GA 30542",Flowery Branch,-83.926217,34.185707,"American, Southern",40,Dollar($),3,4.3,Very Good,164
201,17375180,Moonie's Texas Barbecue,216,Gainesville,"5545 Atlanta Highway, Flowery Branch, GA 30542",Flowery Branch,-83.927794,34.180043,"BBQ, Sandwich",10,Dollar($),1,4.1,Very Good,182
202,17375072,Atlanta Highway Seafood Market,216,Gainesville,"227 Atlanta Highway Suite 900, Gainesville, GA 30501",Gainesville,-83.838457,34.285102,"Sandwich, Seafood, Cajun",25,Dollar($),2,4.9,Excellent,681
203,17375047,Eat at Thai,216,Gainesville,"975 Dawsonville Hwy, Gainesville, GA 30501",Gainesville,-83.857993,34.300182,Thai,10,Dollar($),1,4.6,Excellent,357
204,17375074,Smoke House BBQ and Catering,216,Gainesville,"3205 Atlanta Hwy, Atlanta Highway, Gainesville, GA, Gainesville, GA 30507",Gainesville,-83.860098,34.222755,BBQ,25,Dollar($),2,3.8,Good,89
205,17374921,2 Dog,216,Gainesville,"317 Spring St SE, Gainesville, GA 30501",Gainesville,-83.824023,34.300567,"American, European, Sandwich",25,Dollar($),2,4.2,Very Good,350
206,17374819,Longstreet Cafe,216,Gainesville,"1043 Riverside Terrace, Gainesville, GA 30501",Gainesville,-83.8272,34.3166,Southern,10,Dollar($),1,4.3,Very Good,298
207,17375089,Re-Cess,216,Gainesville,"118 Bradford St NE, Gainesville, GA 30501",Gainesville,-83.82686,34.300332,"American, Southern",25,Dollar($),2,4.2,Very Good,319
208,17375214,Bodensee,216,Gainesville,"64 Munich Strasse, Helen, GA 30545",Helen,-83.727741,34.701594,German,40,Dollar($),3,3.8,Good,114
209,17374951,Hofer's Bakery & Cafe,216,Gainesville,"8758 N Main St, Helen, GA 30545",Helen,-83.7345,34.7024,"German, Ice Cream",10,Dollar($),1,3.9,Good,136
210,17374978,Troll Tavern,216,Gainesville,"8590 N Main St Ste B, Helen, GA 30545",Helen,-83.7334,34.7021,"Burger, German, Sandwich",25,Dollar($),2,2.2,Poor,108
211,17375104,The Nacoochee Village Tavern & Pizzeria,216,Gainesville,"7275 S Main St., Helen, GA 30545",Helen,-83.713498,34.691208,"Italian, Pizza, Sandwich",10,Dollar($),1,4.0,Very Good,161
212,17557488,Burger Queen Drive In,216,Lakeview,"109 S F St, Lakeview, OR 97630",Lakeview,-120.3458,42.1885,"Burger, Desserts, Sandwich",10,Dollar($),1,3.6,Good,41
213,17452342,Blue Orchid Thai Restaurant,216,Lincoln,"129 N 10th St, Lincoln, NE 68508",Haymarket,-96.7072,40.8143,Thai,25,Dollar($),2,4.5,Excellent,799
214,17501291,Emilio's Cuban Cafe,216,Macon,"402 Ga. Highway 247, Bonaire, GA 31005",Bonaire,-83.594494,32.567741,"Coffee and Tea, Cuban, Latin American",25,Dollar($),2,3.9,Good,146
215,17500759,Ingleside Village Pizza,216,Macon,"2395 Ingleside Ave, Macon, GA 31204",Macon,-83.657061,32.853896,"Pizza, Sandwich",10,Dollar($),1,4.9,Excellent,478
216,17500767,Jim Shaw's Seafood Grill & Bar,216,Macon,"3040 Vineville Ave, Macon, GA 31204",Macon,-83.6737,32.8496,Seafood,25,Dollar($),2,4.6,Excellent,467
217,17500819,Mandarin Chinese Restaurant,216,Macon,"3086 Riverside Dr, Macon, GA 31210",Macon,-83.6766,32.8899,"Chinese, Thai",25,Dollar($),2,4.5,Excellent,302
218,17500911,Rookery,216,Macon,"543 Cherry St, Macon, GA 31201",Macon,-83.6279,32.8361,"Burger, Desserts, Bar Food",25,Dollar($),2,4.5,Excellent,289
219,17501279,Bonefish Grill,216,Macon,"5080 Riverside Dr, Macon, GA 31210",Macon,-83.713978,32.929278,"American, Seafood",40,Dollar($),3,4.1,Very Good,293
220,17500695,Downtown Grill,216,Macon,"562 Mulberry St, Macon, GA 31201",Macon,-83.6276,32.8375,Steak,70,Dollar($),4,4.0,Very Good,195
221,17501298,Greek Corner Deli,216,Macon,"587 Cherry St, Macon, GA 31201",Macon,-83.628703,32.83654,"Desserts, Greek, Sandwich",10,Dollar($),1,4.3,Very Good,244
222,17500847,Natalia's,216,Macon,"201 North Macon St., Macon, GA 31210",Macon,-83.787993,32.928495,"European, Italian, Mediterranean",70,Dollar($),4,4.2,Very Good,379
223,17500872,Papouli's Mediterranean Cafe & Market,216,Macon,"121 Tom Hill Sr Blvd, Macon, GA 31210",Macon,-83.6873,32.901,"Greek, Mediterranean, Vegetarian",10,Dollar($),1,4.2,Very Good,223
224,17501315,Benson's Steak and Sushi,216,Macon,"1289 S Houston Lake Rd, Warner Robins, GA 31088",Warner Robins,-83.662421,32.556873,"American, Chinese, Sushi",25,Dollar($),2,3.7,Good,243
225,17501201,My Fathers Place,216,Macon,"2507 Moody Rd, Warner Robins, GA 31088",Warner Robins,-83.624,32.5786,Italian,25,Dollar($),2,3.7,Good,104
226,17501247,Sushi Thai Restaurant,216,Macon,"2624 Watson Blvd Ste D, Warner Robins, GA 31093",Warner Robins,-83.6665,32.6184,"Japanese, Sushi, Thai",10,Dollar($),1,3.7,Good,153
227,17501281,The Mellow Mushroom,216,Macon,"710 Lake Joy Road, Warner Robins, GA 31088",Warner Robins,-83.691044,32.552684,"Pizza, Sandwich, Vegetarian",25,Dollar($),2,3.8,Good,323
228,17501143,El Jalisciense Mexican Restaurant,216,Macon,"1224 Russell Pkwy, Warner Robins, GA 31088",Warner Robins,-83.64935,32.594666,Mexican,10,Dollar($),1,4.1,Very Good,181
229,17501292,Greek Village,216,Macon,"1801 Watson Blvd, Warner Robins, GA 31093",Warner Robins,-83.636618,32.6176839,"American, Greek, Seafood",25,Dollar($),2,4.0,Very Good,316
230,17501308,Martin's BBQ,216,Macon,"102 S Armed Forces Boulevard, Warner Robins, GA 31088",Warner Robins,-83.600201,32.619321,BBQ,25,Dollar($),2,4.2,Very Good,288
231,17501301,Thai Pepper,216,Macon,"1806 Russell Parkway, Warner Robins, GA 31088",Warner Robins,-83.665557,32.593264,"Japanese, Sushi, Thai",10,Dollar($),1,4.0,Very Good,232
232,17501268,Zen Japanese Steakhouse and Sushi Bar,216,Macon,"4086 Watson Blvd, Warner Robins, GA 31093",Warner Robins,-83.7184,32.6147,"Japanese, Steak, Sushi",40,Dollar($),3,4.1,Very Good,314
233,17482142,Triangle Restaurant,216,Mc Millan,"21053 State Hwy M28, Mc Millan, MI 49853",Mc Millan,-85.7363,46.3718,"Breakfast, Burger",10,Dollar($),1,2.4,Poor,17
234,17687832,Vince's Restaurant & Pizzeria,216,Monroe,"619 4th Ave, Monroe, WI 53566",Monroe,-89.653487,42.606306,"Italian, Pizza",25,Dollar($),2,3.6,Good,65
235,17534788,The Artesian Restaurant,216,Ojo Caliente,"Ojo Caliente Mineral Springs Resort And Spa 50 Los Banos Rd, Ojo Caliente, NM 87549",Ojo Caliente,-106.057666,36.313638,"American, International, Southwestern",40,Dollar($),3,3.6,Good,30
236,17061237,Ceví_che Tapas Bar & Restaurant,216,Orlando,"125 West Church Street, Orlando, FL 32801",Church Street District,-81.381077,28.540432,"Spanish, Tapas",40,Dollar($),3,4.4,Very Good,981
237,17057397,'Ohana,216,Orlando,"1600 Seven Seas Drive, Lake Buena Vista, FL 32830",Disney World Area,-81.585226,28.405437,Hawaiian,45,Dollar($),3,4.5,Excellent,1151
238,17058534,Earl of Sandwich,216,Orlando,"1750 E Buena Vista Drive, Lake Buena Vista, FL 32830",Disney: Downtown Disney,-81.514608,28.372858,"American, Sandwich, Salad",35,Dollar($),3,4.7,Excellent,1341
239,17060320,Raglan Road Irish Pub and Restaurant,216,Orlando,"1640 E Buena Vista Drive, Lake Buena Vista, FL 32830",Disney: Downtown Disney,-81.517725,28.371338,Irish,50,Dollar($),4,4.3,Very Good,782
240,17057925,Cafí© Tu Tu Tango,216,Orlando,"8625 International Drive, Orlando, FL 32819",I-Drive/Universal,-81.469986,28.440344,"New American, Tapas",40,Dollar($),3,4.6,Excellent,1293
241,17060869,Texas de Brazil,216,Orlando,"5259 International Drive, Orlando, FL 32819",I-Drive/Universal,-81.4510725,28.4676808,"Brazilian, Steak",100,Dollar($),4,4.6,Excellent,2324
242,17057591,Bahama Breeze Island Grille,216,Orlando,"8849 International Drive, Orlando, FL 32819",I-Drive/Universal,-81.471526,28.437065,Caribbean,45,Dollar($),3,4.3,Very Good,910
243,17059541,Maggiano's Little Italy,216,Orlando,"9101 International Drive,Orlando, FL 32819",I-Drive/Universal,-81.471447,28.433235,Italian,50,Dollar($),4,4.4,Very Good,886
244,17064266,Hawkers Asian Street Fare,216,Orlando,"1103 N Mills Avenue, Orlando, FL 32803",Mills 50,-81.364347,28.560505,"Asian, Thai",35,Dollar($),3,4.6,Excellent,1293
245,17064405,Tako Cheena by Pom Pom,216,Orlando,"932 North Mills Avenue, Orlando, FL 32803",Mills 50,-81.364547,28.557845,"Asian, Latin American, Vegetarian",10,Dollar($),1,4.4,Very Good,570
246,17060516,Seasons 52 Fresh Grill,216,Orlando,"7700 West Sand Lake Road, Orlando, FL 32819",Restaurant Row,-81.487978,28.448175,American,60,Dollar($),4,4.4,Very Good,1685
247,17059012,Hollerbach's Willow Tree Cafí©,216,Orlando,"205 East 1st Street, Sanford, FL 32771",Sanford,-81.266871,28.811653,German,40,Dollar($),3,4.8,Excellent,1699
248,17061296,Pom Pom's Teahouse and Sandwicheria,216,Orlando,"67 North Bumby Avenue, Orlando, FL 32803",The Milk District,-81.351467,28.543571,"American, Sandwich, Tea",25,Dollar($),2,4.9,Excellent,1457
249,17061205,Yellow Dog Eats,216,Orlando,"1236 Hempel Avenue,Gotha, FL 34786",Windermere,-81.522987,28.527592,"American, BBQ, Sandwich",35,Dollar($),3,4.9,Excellent,1252
250,17064031,Tibby's New Orleans Kitchen,216,Orlando,"2203 Aloma Avenue, Winter Park, FL 32792",Winter Park,-81.322631,28.601088,Cajun,25,Dollar($),2,4.7,Excellent,1412
251,17066603,The Coop,216,Orlando,"610 W Morse Boulevard, Winter Park, FL 32789",Winter Park,-81.357219,28.597366,"Southern, Cajun, Soul Food",25,Dollar($),2,3.6,Good,432
252,17057797,Bosphorous Turkish Cuisine,216,Orlando,"108 S Park Ave, Winter Park, FL 32789",Winter Park,-81.3508344,28.5976271,"Mediterranean, Turkish",40,Dollar($),3,4.2,Very Good,568
253,17061253,Ethos Vegan Kitchen,216,Orlando,"601-B South New York Avenue, Winter Park, FL 32789",Winter Park,-81.352921,28.592857,"American, Breakfast, Vegetarian",25,Dollar($),2,4.4,Very Good,797
254,17061231,The Ravenous Pig,216,Orlando,"565 W Fairbanks Avenue, Winter Park, FL 32789",Winter Park,-81.356024,28.593297,Pub Food,40,Dollar($),3,4.4,Very Good,1998
255,17580453,Cactus Flower Cafe Navarre,216,Pensacola,"8725 Ortega Park Dr, Navarre, FL 32566",Navarre,-86.8573393,30.4025979,"Mexican, Southwestern, Tex-Mex",25,Dollar($),2,4.2,Very Good,635
256,17580142,McGuire's Irish Pub & Brewery,216,Pensacola,"600 E Gregory Street, Pensacola, FL 32502",Pensacola,-87.2027,30.4179,"Burger, Bar Food, Steak",40,Dollar($),3,4.9,Excellent,2238
257,17580160,New Yorker Deli & Pizzeria,216,Pensacola,"3001 E Cervantes St, Pensacola, FL 32503",Pensacola,-87.1819,30.4251,"Italian, Pizza, Sandwich",10,Dollar($),1,4.6,Excellent,792
258,17580349,Tu-Do Vietnamese Restaurant,216,Pensacola,"7130 N Davis Hwy, Pensacola, FL 32504",Pensacola,-87.2216,30.4982,"Asian, Vietnamese",10,Dollar($),1,4.5,Excellent,828
259,17580412,Carrabba's Italian Grill,216,Pensacola,"311 N 9th Avenue, Pensacola, FL 32502",Pensacola,-87.205855,30.417318,"Italian, Pizza, Seafood",40,Dollar($),3,3.7,Good,292
260,17580590,Jaco's Bayfront Bar and Grille,216,Pensacola,"997 South Palafox, Pensacola, FL 32502",Pensacola,-87.213274,30.403034,Tapas,25,Dollar($),2,3.9,Good,502
261,17580704,The Tin Cow,216,Pensacola,"102 S Palafox Pl, Pensacola, FL",Pensacola,-87.2150874,30.4116106,"Burger, Bar Food",25,Dollar($),2,3.7,Good,559
262,17579928,Cactus Flower Cafe,216,Pensacola,"3425 N 12th Ave, Pensacola, FL 32503",Pensacola,-87.2080932,30.4473322,"Latin American, Mexican, Southwestern",25,Dollar($),2,4.2,Very Good,1268
263,17579992,Dharma Blue,216,Pensacola,"300 S Alcaniz Street, Pensacola, FL 32502",Pensacola,-87.2092,30.4101,"Seafood, Sushi",40,Dollar($),3,4.1,Very Good,669
264,17580030,Global Grill,216,Pensacola,"27 South Palafox Pl, Pensacola, FL 32501",Pensacola,-87.2153054,30.411878,"European, International, Tapas",40,Dollar($),3,4.4,Very Good,900
265,17580074,Ichiban,216,Pensacola,"5555 N Davis Hwy Ste I, Pensacola, FL 32503",Pensacola,-87.2252,30.4767,"Japanese, Sushi",25,Dollar($),2,4.3,Very Good,765
266,17580020,The Fish House,216,Pensacola,"600 S Barracks St, Pensacola, FL 32502",Pensacola,-87.211082,30.407358,"American, Seafood, Sushi",40,Dollar($),3,4.0,Very Good,1270
267,17580350,Tuscan Oven,216,Pensacola,"4801 N 9th Ave, Pensacola, FL 32503",Pensacola,-87.214,30.4692,"Italian, Mediterranean, Pizza",25,Dollar($),2,4.1,Very Good,502
268,17580408,Flounders Chowder House,216,Pensacola,"800 Quietwater Beach Rd, Pensacola Beach, FL 32561",Pensacola Beach,-87.143,30.3359,Seafood,40,Dollar($),3,3.9,Good,724
269,17579653,Hemingway's Island Grill,216,Pensacola,"400 Quietwater Beach Rd, Pensacola Beach, FL 32561",Pensacola Beach,-87.142602,30.335521,"Caribbean, Seafood, Steak",40,Dollar($),3,3.5,Good,479
270,17580476,Native Cafe,216,Pensacola,"45 A Via De Luna Dr, Pensacola Beach, FL 32561",Pensacola Beach,-87.132932,30.334776,"Breakfast, Burger",25,Dollar($),2,4.2,Very Good,591
271,17580422,Peg Leg Pete's,216,Pensacola,"1010 Fort Pickens Rd, Pensacola Beach, FL 32561",Pensacola Beach,-87.164376,30.327864,"Burger, Sandwich, Seafood",40,Dollar($),3,4.4,Very Good,1408
272,17580539,The Grand Marlin,216,Pensacola,"400 Pensacola Beach Boulevard, Pensacola Beach, FL 32561",Pensacola Beach,-87.149178,30.34262,"Caribbean, Seafood",40,Dollar($),3,4.3,Very Good,905
273,17580511,Original Georgios Authentic Greek Food,216,Pensacola,"13310 Merilla Street, Pensacola, FL 32507",Perdido Key,-87.4218962,30.3199824,Greek,10,Dollar($),1,4.7,Excellent,816
274,17580021,Fisherman's Corner,216,Pensacola,"13486 Perdido Key Dr, Pensacola, FL 32507",Perdido Key,-87.427707,30.308468,"Sandwich, Seafood, Cajun",40,Dollar($),3,4.4,Very Good,747
275,17582467,Rupes Burgers,216,Pocatello,"302 NE Main St, Blackfoot, ID 83221",Blackfoot,-112.3415,43.1903,"Burger, Fast Food",10,Dollar($),1,3.7,Good,104
276,17582668,Texas Roadhouse,216,Pocatello,"560 Bullock Street, Pocatello, ID 83202",Chubbuck,-112.461326,42.910518,"American, BBQ, Steak",45,Dollar($),3,3.5,Good,83
277,17582498,Riverwalk Cafe,216,Pocatello,"695 E Main St, Lava Hot Springs, ID 83246",Lava Hot Springs,-112.0132,42.62,"Asian, Thai",10,Dollar($),1,3.6,Good,91
278,17582522,Buddy's Italian Restaurant,216,Pocatello,"626 E Lewis St, Pocatello, ID 83201",Pocatello,-112.4423,42.8661,"Italian, Pizza, Sandwich",40,Dollar($),3,3.7,Good,222
279,17582524,Butterburrs,216,Pocatello,"917 Yellowstone Avenue, Pocatello, ID 83201",Pocatello,-112.4516,42.8919,"American, Breakfast",30,Dollar($),3,3.6,Good,121
280,17582527,Chang Garden,216,Pocatello,"1000 Pocatello Creek Rd Ste W2, Pocatello, ID 83201",Pocatello,-112.441,42.8928,Chinese,10,Dollar($),1,3.5,Good,93
281,17582551,Fifth Street Bagelry,216,Pocatello,"559 S 5TH Ave, Pocatello, ID 83201",Pocatello,-112.4397,42.8631,"Coffee and Tea, Sandwich",10,Dollar($),1,3.8,Good,136
282,17582558,Goody's Deli,216,Pocatello,"905 S 5th Ave, Pocatello, ID 83201",Pocatello,-112.4365,42.8604,"Pizza, Sandwich",10,Dollar($),1,3.8,Good,160
283,17582560,Grecian Key Restaurant,216,Pocatello,"314 N Main St, Pocatello, ID 83204",Pocatello,-112.4524,42.8639,"American, Greek",25,Dollar($),2,3.7,Good,152
284,17582677,Outer Limits Fun Zone,216,Pocatello,"1800 Garrett Way, Pocatello, ID 83201",Pocatello,-112.459988,42.878077,"Burger, Pizza, Sandwich",10,Dollar($),1,3.5,Good,57
285,17582670,Portneuf Valley Brewing,216,Pocatello,"615 South 1st Avenue, ID 83201",Pocatello,-112.443213,42.860024,"American, Pizza",25,Dollar($),2,3.7,Good,191
286,17582625,Sandpiper Restaurant & Lounge,216,Pocatello,"1400 Bench Rd, Pocatello, ID 83201",Pocatello,-112.432,42.9012,"American, Seafood, Steak",40,Dollar($),3,3.6,Good,85
287,17582700,Sushi Family,216,Pocatello,"415 Yellowstone Ave, Pocatello, ID 83201",Pocatello,-112.452013,42.88245,"Asian, Sushi, Vegetarian",25,Dollar($),2,3.6,Good,132
288,17582664,Taste of India Nepal,216,Pocatello,"330 N Main Street, Pocatello, ID 83204",Pocatello,-112.45253,42.863969,"Indian, International, Vegetarian",25,Dollar($),2,3.8,Good,141
